Id,StateAbbr,AttorneyUno,City,County,StateName,PostalCode,CreatedUtc
6474,ME,A5743DA9-EF5D-4A30-84E5-D92CA639370E,Kennebunk,York,Maine,04043,"2020-03-16 14:56:19"
6475,MD,C389AC97-8F33-4304-8C73-633689BF97CD,Washington,Other,Maryland,20037,"2020-02-24 21:41:22"
6476,VA,38548510-CE78-44D3-BD34-1788CF0688D6,Washington,Fairfax,Virginia,20004,"2018-10-17 17:35:52"
6477,GA,D2484FF3-062D-487C-B466-E5AA7F33C73D,Atlanta,Fulton,Georgia,30308,"2020-01-08 15:14:07"
6478,VA,3F5F66BD-A338-4768-8635-3161186C4A8A,Richmond,"Richmond city",Virginia,23218,"2018-10-18 02:07:13"
6479,TX,9E7340F0-2B13-46E3-A934-8EAA3E39147D,"College Park","All Natural Disaster Assistance",Texas,20741,"2017-10-24 21:59:30"
6480,CA,3F6BDA85-A85C-4721-820B-B5675637FF1A,Belmont,"San Francisco",California,94002,"2021-05-05 21:50:52"
6481,CA,C975AF56-D30D-49FE-85A3-5CBA3C3256C1,"Redwood City","Santa Clara",California,94065,"2021-05-05 22:00:29"
6482,ME,DF2C7399-B5B8-4E8B-A2B7-FB033F6E3FB4,Augusta,Cumberland,Maine,04332,"2020-03-17 20:30:55"
6483,CA,AAB9A8D6-6DF0-41D2-ABAA-5DB5FD85F6C6,"Redwood City","San Mateo",California,94062,"2021-05-05 22:17:02"
6484,TX,A81EF62E-D5AE-41AB-85B8-7177D5C5867A,Ashburn,"All Natural Disaster Assistance",Texas,20148,"2017-10-25 01:45:04"
6485,MA,1C85BCDC-ED42-4D78-8AF6-05880BB0A4B1,Boston,Suffolk,Massachusetts,02116,"2017-09-13 19:26:42"
6486,ME,191C2A69-9C37-4F55-8EC9-39F23324C6BF,Portland,Cumberland,Maine,04101,"2020-03-18 11:49:40"
6487,AR,F91A1E5D-C9A0-40E6-BDFE-2ACFCFC521B5,"Marked Tree",Poinsett,Arkansas,72365,"2020-10-30 02:29:37"
6488,ME,49596F7C-7D19-497F-8057-EDBE749061BF,Portland,Cumberland,Maine,04101,"2020-03-18 12:30:40"
6489,CT,8433456A-9FCF-4D10-883C-ECAE963805ED,Milford,"New Haven",Connecticut,06460,"2021-09-02 19:32:24"
6490,FL,A3D9D9E0-17B3-4195-BF52-B8B6491635D6,"Fort Lauderdale",Broward,Florida,33301,"2018-01-16 16:59:53"
6491,NY,A4B20129-2B03-41CE-BBAE-1D3EF6703450,"New York","New York","New York",10022,"2019-04-29 20:54:17"
6492,CA,955AFF9C-2061-4101-B2AD-1905DC566307,"REDWOOD SHORES","San Mateo",California,94065,"2021-05-07 01:05:50"
6493,TX,6C8AE013-EE55-4343-9069-14EF9451AEC8,"Corpus Christi",Nueces,Texas,78414,"2017-10-25 16:20:55"
6494,TX,1AB6EECC-19CF-48A6-9C3C-C5908089D56E,Houston,Harris,Texas,77054,"2017-10-25 16:52:50"
6495,VA,9C72DA96-99AB-4AEA-8564-689831761C83,Raleigh,"Richmond city",Virginia,27605,"2018-10-20 02:08:01"
6496,TX,FBFBC0AD-F199-4E65-A6A4-A2BB77C2AF44,Houston,Harris,Texas,77079,"2017-10-25 18:20:34"
6497,TX,6766A839-3928-40D3-A996-15238CBA865C,Lubbock,Lubbock,Texas,79408,"2017-10-25 19:20:06"
6498,MA,B7455166-9F5B-4089-82D8-E8E4DD40DD28,Springfield,Hampden,Massachusetts,01111,"2017-09-15 13:27:44"
6499,ME,28C7510A-7FA9-442B-B85A-D3E73AD7634B,Glenburn,Penobscot,Maine,04401,"2020-03-23 17:19:37"
6500,ME,83066973-0AE9-4DA8-9AF7-4E481A6B3C0C,Auburn,Androscoggin,Maine,04212,"2020-03-23 17:22:22"
6501,NH,1CD0B382-B529-49B4-ADE0-8B5766EC8E1D,Concord,Merrimack,"New Hampshire",03301,"2021-05-25 15:19:18"
6502,TX,597C9195-BC5D-4CC8-B83D-6E01383C54FC,Austin,Travis,Texas,78705,"2017-10-26 02:54:58"
6503,ME,23A3AC4E-C880-430E-BB3B-7956861B2E91,Scarborough,Cumberland,Maine,04074,"2020-03-24 16:55:01"
6504,NY,606E3D29-66BA-46D4-AE6E-7FE6A0F80E88,Shokan,Ulster,"New York",12481,"2019-05-07 12:55:23"
6505,FL,0A7C283D-08F3-44E3-B8B3-27925B1659F7,Gainesville,Alachua,Florida,32605,"2018-01-17 18:58:22"
6506,ME,A1F46308-8657-4105-B63E-F0BE79919675,Ellsworth,Hancock,Maine,04605,"2020-03-26 15:09:41"
6507,FL,3703903B-734A-41E9-A470-8B32D3126D55,"Lake Worth","Palm Beach",Florida,33460,"2018-01-17 19:32:22"
6508,IL,4B15C738-6CE8-431B-8FE7-A90663B4B3FF,Champaign,McLean,Illinois,61820,"2017-09-22 18:22:52"
6509,TX,F7D8D7A9-8195-49E8-822D-15E689DF181F,Houston,Harris,Texas,77006,"2017-10-26 18:26:28"
6510,IL,6BB788F2-6CF6-4C31-805F-48EC8BE1D1FB,Chicago,Cook,Illinois,60606,"2017-09-23 02:17:59"
6511,TX,E4BF06A6-A91E-4AA0-87CD-523C2AB40D44,Waco,McLennan,Texas,76708,"2017-10-26 21:54:27"
6512,MD,5D0BF8C8-BCB1-4F5C-A270-9DDF39707DAB,Bethesda,Montgomery,Maryland,20814,"2020-03-19 00:56:30"
6513,MD,285DEDF5-6159-45DB-8F16-5C83F243ACE4,Baltimore,"Baltimore city",Maryland,21202,"2020-03-20 12:26:42"
6514,ME,9A64B164-77F0-4B15-83F5-563C9C81D1F4,Portland,Cumberland,Maine,04102,"2020-03-27 19:25:11"
6515,NY,439C1FB5-0E65-43E2-84A3-A3F57893C848,"NEW YORK","New York","New York",19932,"2019-05-13 17:55:47"
6516,MS,63E9AC89-B98E-4660-91A2-B35C33A32CAE,Ridgeland,Hinds,Mississippi,39157,"2021-06-18 19:18:07"
6517,AR,166F7D67-DF2E-4C4F-A774-23C5D57DF2F4,Rogers,Benton,Arkansas,72756,"2020-11-09 19:05:58"
6518,TX,56EDEFD6-16C8-4CD9-9D60-649B45170726,Austin,Travis,Texas,78705,"2017-10-26 23:59:36"
6519,AR,FBD4F562-3990-4F04-A974-8895368C1C7B,Springdale,Washington,Arkansas,72762,"2020-11-09 23:01:20"
6520,UT,0F945D21-E317-414F-9921-3CABC50E908F,"Salt Lake City","Salt Lake",Utah,84152,"2021-03-01 18:32:04"
6521,CT,6021C51E-9C41-485A-9AFA-B657F70FBE14,"New Haven","New Haven",Connecticut,06510,"2021-09-20 18:10:22"
6522,ME,D89C8490-2821-4E17-9B56-5B70AB0C676C,Portland,Cumberland,Maine,04106,"2020-03-29 18:40:04"
6523,FL,9D730F67-3E72-4F85-B464-8709B5B4A68E,"Daytona Beach",Volusia,Florida,32114,"2018-01-18 18:24:15"
6524,MD,51360C79-73D3-46D6-9EFB-1A1D75938B77,Rockville,Montgomery,Maryland,20850,"2020-03-24 01:36:37"
6525,MD,2634F800-FF6D-4AC8-A175-F6C3D183F7E9,Rockville,Montgomery,Maryland,20850,"2020-03-24 15:33:23"
6526,AR,9BE0E9FD-F5CC-4FC4-AEC8-6E09E1C5ADC7,Rover,"Yell Count",Arkansas,72860,"2020-11-10 17:15:36"
6527,TX,5B302FC4-FE56-42CD-96B6-D61229067A5B,Mansfield,Tarrant,Texas,76063,"2017-10-27 15:33:17"
6528,MD,27E51DE7-947F-4CE5-8078-E57574F2BAB3,"Silver Spring",Montgomery,Maryland,20906,"2020-03-24 15:52:21"
6529,NC,3D02DCB9-209E-45FE-8220-04F48EC5F250,Durham,Wake,"North Carolina",27701,"2019-08-02 20:30:39"
6530,MD,0BDBF6BC-15EB-4C41-9B29-DA4CC7FC162B,"Upper Marlboro","Prince George's",Maryland,20774,"2020-03-24 21:03:50"
6531,TX,0B8B45E6-1460-4436-BF9D-862C500B3E53,Austin,Travis,Texas,78737,"2017-10-27 16:39:18"
6532,NC,F172B3FF-5CB5-473F-A62E-F41BD1EFC88B,"Wake Forest",Wake,"North Carolina",27587,"2019-08-05 14:49:40"
6533,TX,5CD82506-AD2B-4E54-856F-2C7752D19754,Washington,"All Natural Disaster Assistance",Texas,20006,"2017-10-27 16:55:56"
6534,MD,FEC06977-A3DA-48E5-87E4-E8158CD82DA5,Edgewood,Other,Maryland,21040,"2020-03-26 11:45:14"
6535,ME,0A64B542-2488-470A-83FC-97EB54CA2310,Sanford,Cumberland,Maine,04073,"2020-03-30 21:19:51"
6536,ME,E5CB9C71-171E-4934-A893-EA40A40917E0,Portland,Cumberland,Maine,04102,"2020-03-30 21:55:37"
6537,VA,0F7B5E48-4561-448E-8B85-5D5E2201F162,Hampton,"Hampton city",Virginia,23666,"2018-10-26 14:43:49"
6538,MS,10B6D3FC-30DB-4DC4-818C-2625B2E15F1B,Jackson,Hinds,Mississippi,39201,"2021-06-23 21:14:23"
6539,MS,ECFBDC3D-2D44-4449-BF0E-30C453BB441E,Jackson,Hinds,Mississippi,39201,"2021-06-24 15:37:57"
6540,MS,E08E5D41-A8D8-4BA6-95B9-3268A0D0BD57,Jackson,Hinds,Mississippi,39215,"2021-06-24 15:38:49"
6541,NE,F44D88CD-5D4D-4625-83E8-332AFE9B1685,Omaha,Douglas,Nebraska,68106,"2019-12-12 16:25:40"
6542,MD,E995F1B7-A330-49D5-B1D5-305FEB81CBE0,Crofton,"Prince George's",Maryland,21114,"2020-03-26 20:59:13"
6543,MS,FFAEB03F-A1C7-4EA2-8084-CCC0956CBB17,Jackson,Hinds,Mississippi,39201,"2021-06-24 17:03:03"
6544,MD,A180981E-CBCE-444E-AD67-6390BD08990B,Washington,Montgomery,Maryland,20006,"2020-03-27 01:33:48"
6545,WI,31784F7F-9239-442A-B475-794124C17087,Hudson,"St. Croix",Wisconsin,54016,"2018-03-21 13:40:36"
6546,WI,950242F3-674F-4270-819B-6CEC1C10B0A8,Milwaukee,Milwaukee,Wisconsin,53202,"2018-03-21 17:20:48"
6547,WI,2B8E6492-CDA6-43E2-B56A-0B8A4DD558BF,Madison,Dane,Wisconsin,53701,"2018-03-21 18:57:46"
6548,MD,737A02AF-6773-4FF2-8EA0-5A11358A2B0C,Adelphi,"Prince George's",Maryland,20783,"2020-03-29 19:00:14"
6549,MS,9749EE28-518C-4068-A2CD-B18D72EC3CFB,Jackson,Hinds,Mississippi,39211,"2021-06-25 14:51:48"
6550,LA,50560089-C165-4E20-BB46-49DF3F6F2B0B,"New Orleans","Orleans Parish",Louisiana,70113,"2019-10-22 17:13:48"
6551,VA,374B893B-95C9-449A-860B-E30F25665E6B,N/A,Fairfax,Virginia,22033,"2018-10-28 18:45:03"
6552,MD,341ECBDD-4EED-4328-A27C-F8D61E0B5D30,Rockville,Montgomery,Maryland,20850,"2020-03-29 23:56:07"
6553,MD,2EC6CEDE-63E6-48F2-9D74-DAC5EA1CB9E4,Washington,Montgomery,Maryland,20064,"2020-03-31 15:14:28"
6554,MD,39957855-9677-4300-979E-8DA8A4C4AAF0,California,"St. Mary's",Maryland,20619,"2020-03-31 15:23:48"
6555,MD,2827DA9B-5B0E-41FA-9D6E-A82EA75B9C29,Woodlawn,"Baltimore city",Maryland,21224,"2020-03-31 15:59:16"
6556,MD,DD546475-D023-4260-826C-39191019B11E,Rockville,Montgomery,Maryland,20850,"2020-03-31 21:26:50"
6557,MD,37725A8D-91B2-460E-96ED-F8FF02D35143,Largo,"Prince George's",Maryland,20774,"2020-04-01 17:56:55"
6558,WI,38B590E8-886C-4A20-8272-E4270255FD19,Milwaukee,Milwaukee,Wisconsin,53203,"2018-03-25 03:27:31"
6559,MD,7BFF0C15-69E0-4BC6-A45E-B60D02120B8E,Baltimore,"Baltimore city",Maryland,21218,"2020-04-01 19:18:37"
6560,VA,B108B598-38BB-448E-9991-C7F834159E27,Tysons,Fairfax,Virginia,22182,"2018-10-30 14:36:32"
6561,CT,228ABE50-A7F1-4177-B60D-F1BEF8596323,"New Britain",Hartford,Connecticut,06051,"2021-10-06 17:48:37"
6562,NC,17A5146B-2380-43AB-8292-74A8752C1917,Raleigh,Wake,"North Carolina",27612,"2019-08-09 13:21:00"
6563,MD,00ABBEC5-2786-48E3-8CEC-B72DB0179835,Gaithersburg,Montgomery,Maryland,20879,"2020-04-02 18:15:44"
6564,MD,1B97800D-8CA4-42DA-BA11-5B288DA50205,"Mt Laurel","Baltimore city",Maryland,08054,"2020-04-02 18:47:44"
6565,MD,7BEAB9E3-77EA-47AF-9B0A-0D44B6ADD4F3,Bowie,"Prince George's",Maryland,20721,"2020-04-02 18:58:45"
6566,VA,49DBF205-F6B7-4631-B5B3-039B0C9FDD1D,Herndon,Fairfax,Virginia,20170,"2018-10-31 16:34:33"
6567,ME,24F94BEE-ACAC-4301-940B-CA668CA8D7C0,Bangor,Penobscot,Maine,04402,"2020-04-01 19:22:00"
6568,ME,EEBA6E2C-6A9B-42EF-9E73-DDD3B95D5EEB,Portland,Cumberland,Maine,04101,"2020-04-01 21:05:03"
6569,OK,7184C87A-406E-45C3-A62F-FE1BCA53C3B4,"Oklahoma City",Oklahoma,Oklahoma,73116,"2018-10-09 14:15:53"
6570,FL,1F07548C-CFFB-41AE-BE91-AC0BEBC7CD03,"Fort Lauderdale",Broward,Florida,33308,"2018-01-22 14:39:46"
6571,MD,7D788A89-9061-4C61-8899-D0AF74640D44,SEVERN,Other,Maryland,21144,"2020-04-06 18:29:26"
6572,MD,A9E6A581-9144-4475-88F3-4CBA1F9330AA,Timonium,Baltimore,Maryland,21093,"2020-04-07 13:33:23"
6573,ME,31260ED2-27CA-48EC-A73F-7322B7871750,Bangor,Penobscot,Maine,04401,"2020-04-02 13:35:55"
6574,MD,10EEF472-E69A-491C-B39F-94B21CA2E016,"Washington, DC","Baltimore city",Maryland,20006,"2020-04-07 14:18:24"
6575,MD,C37EB279-345E-4940-A363-04518972AFE1,Gaithersburg,Montgomery,Maryland,20877,"2020-04-07 15:31:27"
6576,MD,1D72694A-7F98-4871-A21E-4A497D5FDD38,Washington,Montgomery,Maryland,20004,"2020-04-07 16:01:06"
6577,NC,A14DAB8A-2351-491B-B693-12AE61B4ED71,Raleigh,Wake,"North Carolina",27612,"2019-08-12 16:27:07"
6578,MD,8B1C2DA5-8129-47A0-979A-57F3583E1942,Columbia,Howard,Maryland,21044,"2020-04-08 14:05:16"
6579,CT,0F52D727-1EBC-48FC-91D6-18A1E713F9DE,Middlebury,"New Haven",Connecticut,06762,"2021-10-12 19:21:17"
6580,NY,769D06F6-2598-4880-AA5F-3A7002974341,"New York","New York","New York",10172,"2019-06-04 20:35:39"
6581,NC,8B9C279E-9F7F-4D63-97E9-2880DA10C364,Raleigh,Wake,"North Carolina",27612,"2019-08-12 19:28:40"
6582,NY,CF46CB97-2BB1-42F3-B97B-069BB1CB8AF1,Uniondale,"New York","New York",11553,"2019-06-05 16:18:24"
6583,NC,BE3C845E-8A26-4B9E-92FB-D4C2845CECDC,Raleigh,Wake,"North Carolina",27613,"2019-08-12 20:29:34"
6584,VT,5B7FF3D6-F72C-4AAB-8956-8044292345C6,Waterbury,Washington,Vermont,05676,"2021-11-18 10:46:15"
6585,FL,0C393692-8081-480D-99DB-C6D5099AD3B5,Orlando,Orange,Florida,32801,"2018-01-22 16:45:48"
6586,NY,DFFF78AF-2945-498D-A34F-FB9F62BAF31B,Springfield,Other,"New York",01002,"2019-06-06 18:10:22"
6587,NE,5433A324-2C0A-4BC1-A488-A4CA2C5A1E7E,Omaha,Sarpy,Nebraska,68046,"2019-12-31 15:51:56"
6588,CA,214AF786-B084-4DEB-BAD5-7A8DC86C8FA0,"mill Valley",Marin,California,94941,"2021-05-08 07:09:58"
6589,ME,9641C2F0-70AF-4C3C-981C-9C8EAEC50E4C,Portland,Cumberland,Maine,04101,"2020-04-02 18:34:13"
6590,NY,C945B884-DDA9-4C53-AD82-DD4245D24F73,"New York","New York","New York",10172,"2019-06-06 21:02:52"
6591,ME,064EFF3C-6B38-42E6-A87A-9A4867EE08A9,Yarmouth,Cumberland,Maine,04096,"2020-04-02 18:35:08"
6592,NY,8D7818BF-6C65-49C2-8498-51B158788E3C,"CORAL GABLES",Albany,"New York",33146,"2019-06-07 00:56:47"
6593,ME,FBA6DA81-7D74-4D67-8BE7-327945F82CC1,Portland,Cumberland,Maine,04103,"2020-04-02 19:06:14"
6594,MD,87816C4E-55AE-4665-9682-58E2DD5EAF37,Baltimore,"Baltimore city",Maryland,21202,"2020-04-13 19:54:56"
6595,LA,8BB85B31-660C-4600-B9E3-2065A506D586,"New Orleans","Orleans Parish",Louisiana,70125,"2019-11-05 15:31:23"
6596,MA,7C7C0D71-086A-46CC-A427-1EFFE8481371,Keene,Hampden,Massachusetts,03431,"2017-09-29 16:18:20"
6597,MD,CB3077C0-19BD-41AC-9C6E-E4BF22F28F30,"National Harbor","Anne Arundel",Maryland,20745,"2020-04-16 15:13:29"
6598,MS,7DD0E18C-A0E5-49E0-B881-2A3EC3516DCE,Biloxi,Harrison,Mississippi,39530,"2021-07-15 15:42:50"
6599,MD,CEA5C928-483C-4634-A511-12F5CB4824FE,Baltimore,"Baltimore city",Maryland,21229,"2020-04-16 15:20:25"
6600,MS,CDF89E4F-E6FF-4C32-8FE6-542BE6263D48,Ridgeland,Madison,Mississippi,39211,"2021-07-15 15:51:08"
6601,MA,4523D3DB-772B-4E96-82FE-D616A0CDEE8A,Wayland,Suffolk,Massachusetts,01778,"2017-09-29 18:43:12"
6602,MS,790345F1-3505-4016-9F96-5BAEB871BFA0,Jackson,Hinds,Mississippi,39201,"2021-07-15 15:51:33"
6603,MS,BA243FFD-529B-41FC-9E62-5B801FB8BDDA,Jackson,Hinds,Mississippi,39203,"2021-07-15 15:53:38"
6604,MS,29389270-3B8B-455D-91FD-5F3C6C4BE577,Oxford,Lafayette,Mississippi,38655,"2021-07-15 15:53:49"
6605,MD,6A532CAD-FD34-477E-86D1-F9AB6C0D2FF6,Annapolis,Montgomery,Maryland,21401,"2020-04-17 15:00:36"
6606,MS,823568E6-7DA4-4251-A066-0614A6B10993,Tupelo,Lee,Mississippi,38801,"2021-07-15 15:54:05"
6607,MS,2BD26B82-59FA-463C-AD81-97D89A80C90F,gulfport,Harrison,Mississippi,39503,"2021-07-15 15:57:07"
6608,ME,0FE57170-DF40-4EF6-93AE-FCA9BA1F9E17,Lyman,York,Maine,04002,"2020-04-03 12:56:17"
6609,MS,F510215A-4E77-4EDC-BEE7-8F1953E8AE45,Gulfport,Harrison,Mississippi,39502,"2021-07-15 16:00:24"
6610,MS,A581C7CD-AE6F-438F-9947-FB304050CA1B,Vicksburg,Warren,Mississippi,39183,"2021-07-15 16:03:14"
6611,VA,07EBE35B-7FD2-4284-9B57-E1FEA4B45D92,Richmond,"Richmond city",Virginia,23233,"2018-11-06 17:50:14"
6612,MS,4C11DC25-2014-49EF-B0FD-7F93BF11DE5D,"New Orleans",Harrison,Mississippi,70113,"2021-07-15 16:04:01"
6613,ME,CBA6E2AE-308D-407B-A8B1-FAA7AB4A2E3E,Portland,Cumberland,Maine,04101,"2020-04-03 17:31:04"
6614,MS,85C304DA-ED87-4614-89BB-CF0CB96004AA,Jackson,Hinds,Mississippi,39205,"2021-07-15 16:11:49"
6615,HI,88236435-0663-4192-BE56-AF9B221451EB,"Fort Rucker",Other,Hawaii,36362,"2020-10-21 19:20:01"
6616,ME,D60078BD-6A64-4440-BA0A-6102B60081AB,Augusta,Kennebec,Maine,04332,"2020-04-03 17:36:24"
6617,HI,1FA872C4-2182-473B-B14F-BB7107D24C84,Honolulu,Honolulu,Hawaii,96817,"2020-10-21 22:21:07"
6618,HI,779AE170-0BB2-40B6-B9EC-F566E1CC2553,Honolulu,Honolulu,Hawaii,96813,"2020-10-21 22:23:50"
6619,HI,0EC79455-6CB3-42CA-B8BE-2E0620D757A8,Wailuku,Maui,Hawaii,96768,"2020-10-21 22:23:57"
6620,HI,26E131B7-F400-411F-BCD2-19D95D3C64B3,Honolulu,Honolulu,Hawaii,96813,"2020-10-21 22:27:28"
6621,MD,3AA2B0DB-0D35-45D3-B911-5BD264B80A6B,Baltimore,"Baltimore city",Maryland,21201,"2020-04-21 15:44:35"
6622,MD,B5B60517-90DF-46D7-AF84-FA0C14D3B5DB,Baltimore,Baltimore,Maryland,21209,"2020-04-21 15:50:55"
6623,HI,125EDD0D-3923-47A6-8FEB-0C776E68F0D0,Honolulu,Honolulu,Hawaii,96813,"2020-10-21 23:31:12"
6624,TX,9526C3BD-7C42-4BD6-878C-6D476E867843,Richmond,"All Natural Disaster Assistance",Texas,23219,"2017-10-31 18:43:17"
6625,TX,259BCE86-7FEE-4829-BAB8-0F9A2AC7CE07,Akron,"All Natural Disaster Assistance",Texas,44333,"2017-10-31 18:44:46"
6626,AR,9B7EF6D2-4C05-4C7A-8EBB-53FC71FEBF72,Fayetteville,Washington,Arkansas,72703,"2020-12-03 17:07:20"
6627,MD,880C3911-3D92-4D6F-8532-867EF6F3E7E5,"North Bethesda",Montgomery,Maryland,20852,"2020-04-21 18:35:27"
6628,TX,85758C13-D283-44E2-9D1C-E2070D08CDD2,Bridgeport,"All Natural Disaster Assistance",Texas,26330,"2017-10-31 18:46:48"
6629,HI,9B7E2A70-44AF-4097-9702-7C56B0CFA695,Honolulu,Honolulu,Hawaii,96813,"2020-10-22 01:48:13"
6630,HI,537E9A94-A5F5-44A9-BA33-B0F3B6D08F29,Waipahu,Honolulu,Hawaii,96797,"2020-10-22 20:18:03"
6631,HI,A234CE86-7C7D-4367-A3BA-E0AF7DFC3AEE,Henderson,Other,Hawaii,89044,"2020-10-22 22:01:03"
6632,TX,07FC90E0-BD7A-435A-BE23-346D1ED87248,Philadelphia,"All Natural Disaster Assistance",Texas,19103,"2017-10-31 19:22:00"
6633,LA,AE4127CD-565A-4E2E-88F6-97946F0BCF84,"New Orleans","Orleans Parish",Louisiana,70163,"2019-11-13 16:31:58"
6634,TX,4FC75B86-ADC1-4A7D-8E6F-3502A39222E6,"Salt Lake City","All Natural Disaster Assistance",Texas,84111,"2017-10-31 20:26:19"
6635,ME,CB23CB14-1042-453C-99E1-3B38B3028C3F,Portland,Cumberland,Maine,04102,"2020-04-05 00:26:50"
6636,MA,FCE67C10-7144-499E-8D8A-351D63758E34,Newton,Middlesex,Massachusetts,02466,"2017-10-02 21:31:31"
6637,TX,6E873D84-1591-4289-9A1D-06203FCE06D4,Patchogue,Harris,Texas,77002,"2017-10-31 20:57:46"
6638,VA,6D7D2E1C-85E0-4A79-BD03-9DAD18C754FB,Richmond,"Richmond city",Virginia,23227,"2018-11-07 20:57:04"
6639,ME,B1E3EB15-5087-4C69-9BBF-C6D6CA1753B1,Portland,Cumberland,Maine,04101,"2020-04-05 14:40:26"
6640,AR,077D7C66-182E-40C5-9796-57D90C5B9087,Bentonville,Arkansas,Arkansas,72712,"2020-12-04 14:42:40"
6641,WI,1B0C12CE-D6D1-46EA-A03E-EFBBF1B4D3CA,Madison,Dane,Wisconsin,53703,"2018-04-07 16:30:54"
6642,MD,56914CDD-2545-46BA-9024-D19101D882F2,Baltimore,Other,Maryland,21202,"2020-04-27 12:18:16"
6643,ME,E5C44763-8D45-4484-9D93-D1AFB4EFB876,Bangor,Penobscot,Maine,04401,"2020-04-05 17:27:05"
6644,IL,6B68B9D4-E0C8-4091-ADBF-EBB590E9DDD4,Wilmette,Cook,Illinois,60091,"2017-10-01 13:50:02"
6645,AR,5AD7FEEF-0797-4F66-A761-933095E1C6CF,"Little Rock",Pulaski,Arkansas,72201,"2020-12-04 18:00:07"
6646,CT,AEC1AC0D-A9CC-4016-98AB-E30AD99DACE8,Wallingford,"New Haven",Connecticut,06492,"2021-10-27 21:25:38"
6647,NC,9ABD4E35-062B-4ABB-83FE-41967448B6A8,Charlotte,Mecklenburg,"North Carolina",28202,"2019-08-15 16:12:47"
6648,TX,271CE1C4-E014-4AC4-918C-3D167B9A7D7C,Austin,"All Natural Disaster Assistance",Texas,78734,"2017-11-01 15:35:20"
6649,MD,1C170022-94C7-4464-B8BD-F5D2106240E8,Baltimore,"Baltimore city",Maryland,21201,"2020-05-01 01:27:38"
6650,TX,052008B0-6BE2-4AEE-9E1A-7505FA951B5C,Richmond,"All Natural Disaster Assistance",Texas,23219,"2017-11-01 17:43:27"
6651,TX,5B467D65-8CBB-4DFF-8F90-01BAA4BA7C37,"Little Rock","All Natural Disaster Assistance",Texas,72201,"2017-11-01 17:49:07"
6652,IL,ED4D7CDB-11CB-4902-90CF-2E148FB9A274,Algonquin,McHenry,Illinois,60102,"2017-10-02 18:24:10"
6653,MO,3A993E3D-C0AB-443B-8B34-B5766766E06E,"St. Louis (Kirkwood)","St. Louis",Missouri,63122,"2018-04-22 02:09:28"
6654,MO,4A590A5D-52F7-487D-B9F4-B3B58E6028BB,Brentwood,"St. Louis",Missouri,63144,"2018-04-23 00:22:33"
6655,MD,C4437850-48ED-498F-B333-45E1BCA174DF,"Fort Washington","Prince George's",Maryland,20744,"2020-05-05 13:32:46"
6656,MD,6167548D-D86E-4157-8F3A-5743AC1BB070,Reston,Other,Maryland,20190,"2020-05-06 21:38:17"
6657,WI,7DD9188C-E86B-441D-90EE-A591F4739709,Madison,Dane,Wisconsin,53703,"2018-04-16 14:20:40"
6658,MD,FB841DE7-A86F-4DBF-BDD1-CB70704255B1,Brunswick,Frederick,Maryland,21758,"2020-05-09 10:19:21"
6659,WI,2CA92794-9686-4F13-A08B-FBA841E5369D,Madison,Dane,Wisconsin,53717,"2018-04-16 19:53:47"
6660,AR,19963FA5-0BE6-4B92-B2F9-D181F10BF684,Monticello,Drew,Arkansas,71655,"2020-12-10 16:35:46"
6661,MD,DB64FA34-C51E-44F6-850C-02158B8D1BE7,Bethesda,Montgomery,Maryland,20850,"2020-05-12 01:59:11"
6662,MA,CB3DF997-E398-4BDF-AB4A-C56C64CAD40C,burlington,Middlesex,Massachusetts,01803,"2017-10-08 03:28:31"
6663,NE,6D9C62A9-F1EF-437C-A640-DD77D4A9B64F,Lincoln,Lancaster,Nebraska,68510,"2020-01-26 18:49:52"
6664,TX,A9FF6B3C-A71E-44AA-80EA-3D4AF2EBA903,Bridgeport,"All Natural Disaster Assistance",Texas,26330,"2017-11-02 17:58:26"
6665,VT,A1764C15-7CA9-451B-A2B6-779223820CBB,Springfield,Washington,Vermont,05077,"2022-01-20 21:32:45"
6666,MD,514EB467-4924-4253-8889-089092393DFC,"chevy chase",Montgomery,Maryland,20815,"2020-05-13 17:02:44"
6667,TX,D5A099CB-8D3F-4DEC-962B-B2E0C3C01AE6,Richmond,"All Natural Disaster Assistance",Texas,23219,"2017-11-02 19:34:12"
6668,WV,1C0569A7-A3D5-4D0A-88E5-103ECAC71964,"Scott Depot",Kanawha,"West Virginia",25560,"2019-01-29 14:44:53"
6669,WV,95278E73-9ED3-43B2-B106-B1E1AEC36D48,"JOHNSON CITY",Other,"West Virginia",37604,"2019-01-29 14:58:37"
6670,WV,3668BE61-745B-4FBF-8B3D-CED5B06C8895,Huntington,Cabell,"West Virginia",25701,"2019-01-29 15:04:52"
6671,TX,AB57ED83-BFC2-406D-8898-D520BF698462,"Salt Lake City","All Natural Disaster Assistance",Texas,84111,"2017-11-02 21:34:25"
6672,FL,F519C685-6F7F-4822-8BDE-8B5A2F0EB044,Tallahassee,Leon,Florida,32301,"2018-01-27 16:30:06"
6673,ME,2C104C67-E71A-470C-A2CB-E4CB0D844C5A,portland,Cumberland,Maine,04102,"2020-04-07 16:33:21"
6674,MD,E09CE21C-6723-4E50-99CB-A1CA9C176955,Germantown,Montgomery,Maryland,20874,"2020-05-17 07:27:28"
6675,NC,3DF934B6-B30A-4A1B-968A-543047809FA1,Raleigh,Wake,"North Carolina",27609,"2019-08-23 18:28:42"
